chunk_id,rule_id,domain,source_file,error_code,historical_context,severity,difficulty,text
1225,open-music-theory:DOMINANT_FUNCTION:1061,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"AABA forms typically then include another repetition of BA, m aking th e entire form AABABA. absent tonic The tonic is never actually sounded as a h armony during th e song, b ut is still implied thr ough the melody or through the use o f conventional harmonic progressions. absolute Existing on its own, wi thout reference to an other system."
1226,open-music-theory:DOMINANT_FUNCTION:1062,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"active note In tonal music, a n ote th at has a te ndency to m ove to a s pecific note in the following chord, usually a step up or down. Al so called a ""te ndency tone."" Additive rhythm A compos itional device that begins with a s mall rhythmi c uni t and gra dually adds length to th e durations aeolian A diatonic mode that follows the pattern WHWWHWW. Thi s is like the natural minor scale."
1227,open-music-theory:CADENCE_GRAVITY:1063,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Thi s scale can also be f ound by playing th e white notes of the piano starting on A. aeolian cadence ♭VI–♭VII–i, o r A♭–B♭–Cm i n C mi nor. Thi s schema implies the aeolian m ode."
1228,open-music-theory:CADENCE_GRAVITY:1064,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"alternative path A tec hnique of internal phrase e xpansion. It oc curs w hen new material causes a phrase to d eviate from its expected tra jectory toward the cadence. Th ese deviations may be pe rmanent (""reroutes"") or temporary (""d etours"")."
1229,open-music-theory:CADENCE_GRAVITY:1065,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Ma y be a ""r eal"" answer (a li teral transposition) or a ""to nal"" answer (an i nexact tran sposition). antecedent A phrase c omprised o f a bas ic idea followed by a contrasting idea that ends with a w eak cadence. Anticipation A tw o-note e mbellishing to ne gesture in which a chord tone is heard early as a n on-chord tone antiphony applied chord A chord from an other key inserted i nto a n ew key, in order to to nicize an other diatonic chord oth er than I."
1230,open-music-theory:CADENCE_GRAVITY:1066,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"antecedent A phrase c omprised o f a bas ic idea followed by a contrasting idea that ends with a w eak cadence. Anticipation A tw o-note e mbellishing to ne gesture in which a chord tone is heard early as a n on-chord tone antiphony applied chord A chord from an other key inserted i nto a n ew key, in order to to nicize an other diatonic chord oth er than I. appoggiatura Embellishing to ne that is approached by leap and left by step in the opposite direction Arabic numerals The numbers 0, 1, 2, 3, 4, 5, 6, 7, 8, an d 9 archetype Phrase s that are ""archetypal"" or that follow an ar chetype ar e related to th e sentence, the period, o r one of the hybrid phrase-l evel forms."
1231,open-music-theory:CADENCE_GRAVITY:1067,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"attack Refers to th e ""front"" of a note--h ow loud or soft it is played or sung audiate To imagine hearing a so und in one's mi nd Augmented intervals Intervals that are one half-step larger than a pe rfect or major interval augmented triad A triad whose thi rd is major and fifth is augmented aural Auditory; related to h earing authentic In church modes, authentic modes are those w hich rang e from final to fi nal. GLOSSARY | 994 --- Page 1028 --- authentic cadence A cadence with the harmonies V–I. Th e harmonies are typ ically in root pos ition."
1232,open-music-theory:CADENCE_GRAVITY:1068,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Th e harmonies are typ ically in root pos ition. Authentic cadences can be f urther distinguished by their melody note in the I chord: an a uthentic cadence ending on scale-degree 1 i n the melody is a perfect authentic cadence, while one with 3 o r 5 in the melody is an imper fect authentic cadence. auxiliary section (song form) Auxiliary m odules help frame the core modules, introducing th em, providing te mporary r elief from them, or winding down from them."
1233,open-music-theory:CADENCE_GRAVITY:1069,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"995 | GLOSSARY --- Page 1029 --- bar lines Vertical lines that create measures basic idea Basic ideas are short uni ts that are typ ically assoc iated wi th be ginnings. Th ey don't us ually end with cadences, and they often establish tonic. Th ey are they first units we hear in a p resentation, an antecedent, a c onsequent, and a compound bas ic idea."
1234,open-music-theory:DOMINANT_FUNCTION:1070,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"beginning One of three formal functions (wi th the oth er two being mi ddle and ending). Be ginnings are often signaled by: establishment of a new melody, or repetition of the beginning of a previously heard melody, emphasis on tonic harmony (especially root pos ition), a m elody that opens up musical space by ascending, statement of a m otive that is developed thr ough the remainder of the phrase. Binary Form In the context of musical form, th e term binary m eans a formal type th at has tw o main parts o ften called reprises bec ause e ach main part i s typically repeated."
1235,open-music-theory:CADENCE_GRAVITY:1071,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"breath mark Indicates a breath (for wind instrum entalists and vocalists) or a pa use (f or percussionists and string players) bridge Bridges tend to p lay a tran sitional role (neither the point from which to d epart, n or the point of arri val) in the formal cycle, generating hi gh expectation for the return o f the primary sec tion by contrasting with it and temporarily withholding it. Bri dge sec tions tend to e mphasize non-tonic harmonies and commonly end on dominant harmony. 997 | GLOSSARY --- Page 1031 --- cadence A melodic and harmonic goal."
1236,open-music-theory:CADENCE_GRAVITY:1072,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Bri dge sec tions tend to e mphasize non-tonic harmonies and commonly end on dominant harmony. 997 | GLOSSARY --- Page 1031 --- cadence A melodic and harmonic goal. In c lassical tonal music, cadence type s include Perfect Authentic (PAC), Impe rfect Authentic (IAC), an d Ha lf (HC)."
1237,open-music-theory:CADENCE_GRAVITY:1073,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"997 | GLOSSARY --- Page 1031 --- cadence A melodic and harmonic goal. In c lassical tonal music, cadence type s include Perfect Authentic (PAC), Impe rfect Authentic (IAC), an d Ha lf (HC). cadential One of the three common ending type s."
1238,open-music-theory:DOMINANT_FUNCTION:1074,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Some bas ic symbols are given below as a q uick reference, but for more detail, see th e Chord Sym bols chapter. 999 | GLOSSARY --- Page 1033 --- chord quality chord symbol (for a chord with a r oot o f C) major triad C minor triad Cm, C- diminished tri ad Co, Cdim augmented tri ad C+, Caug dominant seventh chord C7 major seventh chord Cmaj7, C∆7, Cma7 minor seventh chord Cm7, C-7, Cmi7 half-diminished se venth chord Cø7, Cm7♭5, C-7♭5 diminished se venth chord Co7 chordal 7th Refers to th e 7th o f a chord. For example, V7 i n the key of C is spelled G-B-D-F."
1239,open-music-theory:DOMINANT_FUNCTION:1075,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Ch orus function is also typ ified by heightened m usical intensity relative to th e verse, i ncluding features like “a more dense or active instrum ental texture; prominent background vocals; and/or a hi gher register melody” (Summ ach 2012, p. Ch oruses most frequently (but not exclusively) be gin on-tonic. Chorus sec tions are distinct from refrains primarily by virtue o f their being sec tions in and of themselves, where refrains are contained wi thin a sec tion."
1240,open-music-theory:CADENCE_GRAVITY:1076,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"class In set theory, a c lass i s a gr oup whose m embers are all equivalent in some sense—tran sposition, inversion, oc tave, enharmonic, etc. clausula vera A contrapuntal cadence in which a pe rfect octave or unison is approached thr ough contrary m otion by step. On e line will have re–do (2̂– 1̂) w hile the oth er has ti–do (7̂-1̂)."
1241,open-music-theory:SPACING:1077,tutor,knowledge_base/MusicTheory/open-music-theory.txt,SPACING,Pedagogical survey of Common Practice and broader tonal repertoire,Critical,beginner,"Thi s results in the seq uence of harmonic intervals 6th–8v e, 10th–8v e, or 3rd–1. clef A symbol placed on the left side of a staff, w hich indicates which notes are assigned to di fferent lines and spaces closed spacing A chord spacing in which the chord fits within one octave. Closed vs Open endings (a.k.a."
1242,open-music-theory:CADENCE_GRAVITY:1078,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"sectional and continuous) An important factor in influencing th e stability of a sec tion is how the sec tion closes harmonically. If the sec tion closes with an a uthentic cadence (either PAC o r IAC) i n the home key, the sec tion is harmonically closed b ut an y oth er close is considered harmonically open. Ex amples of open harmonic endings are half cadences and any type o f cadence involving a m odulation, that is, a P AC i n the key of the dominant is still harmonically open bec ause o f the modulation."
1243,open-music-theory:CADENCE_GRAVITY:1079,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"If the sec tion closes with an a uthentic cadence (either PAC o r IAC) i n the home key, the sec tion is harmonically closed b ut an y oth er close is considered harmonically open. Ex amples of open harmonic endings are half cadences and any type o f cadence involving a m odulation, that is, a P AC i n the key of the dominant is still harmonically open bec ause o f the modulation. closing rhetoric Closing rhetoric involves common patterns and tec hniques that signal that the end of the song is likely coming soo n."
1244,open-music-theory:DOMINANT_FUNCTION:1080,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,1001 | GLOSSARY --- Page 1035 --- Closing Section A lar ge suffix in sonata-form w orks. Th e closing sec tion is usually very stable and often consists of many V–I o r IV–I m otions confirming th e local tonic. coda A coda i s a so ng-ending sec tion that presents new material.
1245,open-music-theory:DOMINANT_FUNCTION:1081,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"common tone diminished seventh chords Abbreviated c tº7. A di minished 7th c hord that, instead of having dominant function, is a neighbor chord that embellishes the chord that comes after it. Th e ctº7 has a c ommon tone with the root o f the following chord."
1246,open-music-theory:CADENCE_GRAVITY:1082,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"conducting patterns Establish a m eter and tempo f or musicians conductor The director of a choir, ban d, or orchestra connective auxiliary sections A category of formal sections that connect two core sec tions; for example, tran sitions and retransitions. consequent A phrase c omprised o f a bas ic idea followed by a contrasting idea that ends with a s trong cadence. It usually forms the sec ond half of a phrase-l evel form."
1247,open-music-theory:CADENCE_GRAVITY:1083,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"GLOSSARY | 1006 --- Page 1040 --- dance chorus An intensified version of the chorus th at retains the sam e harmony and contains the hook of the song, which increases memorability for the audience, and encourages dan cing. Deceptive motion A cadence-like resolution from V to a n on-tonic harmony. Th e most common deceptive motion is V–vi; n ext most common is V–IV6."
1248,open-music-theory:CADENCE_GRAVITY:1084,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,detour A type o f alternative path. A d etour creates a te mporary d eviation from a p hrase's e xpected tra jectory toward a cadence. De tours ar e initiated b y a di version onto the detour an d they end with a r esumpti on of rhetoric from earlier in the phrase.
1249,open-music-theory:DOMINANT_FUNCTION:1085,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Be longing to th e local key (as o pposed to ""c hromatic""). 1007 | GLOSSARY --- Page 1041 --- diatonic harmony Harm ony that is based i n a di atonic scale, such as th e white notes of the piano. Di atonic harmony use s only chords within the scale, and is usually labeled wi th Ro man numerals."
1250,open-music-theory:DOMINANT_FUNCTION:1086,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"1007 | GLOSSARY --- Page 1041 --- diatonic harmony Harm ony that is based i n a di atonic scale, such as th e white notes of the piano. Di atonic harmony use s only chords within the scale, and is usually labeled wi th Ro man numerals. diatonic mode A scale made up of the notes of the diatonic collection."
1251,open-music-theory:DOMINANT_FUNCTION:1087,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Di atonic harmony use s only chords within the scale, and is usually labeled wi th Ro man numerals. diatonic mode A scale made up of the notes of the diatonic collection. Dictation Translating a r hythm, m elody, chord progression, or some oth er aural sound that you've never before seen or played/sung i nto staff n otation Diminished intervals Intervals that are one half-step smaller than a pe rfect or minor interval diminished seventh chord Another name for a fully diminished se venth chord, a se venth chord with a di minished tri ad and a diminished se venth diminished triad A triad whose thi rd is minor and fifth is diminished diminuendo Italian m eaning ""to di minish"" direct fifths or octaves Similar m otion into a fi fth or octave."
1252,open-music-theory:DOMINANT_FUNCTION:1088,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Displacement (of a motive) Changing th e metric pos ition of the motive relative to i ts original statement. dissonant A quality in an i nterval or chord that, in a tra ditional tonal context, is unstable; thi s instability is the result of its perceived dependence on a n eed to r esolve GLOSSARY | 1008 --- Page 1042 --- division unit Which note g ets the division dominant function A category of chords that provides a se nse of urgency to r esolve toward the tonic chord. Thi s cateogry of chords includes V an d viio (in minor: V an d viio)."
1253,open-music-theory:DOMINANT_FUNCTION:1089,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Thi s cateogry of chords includes V an d viio (in minor: V an d viio). dominant lock Extensive prolongation of the V c hord. Al so kn own as ""s tanding on the dominant."" Of ten involves a pedal point on sol (5̂)."
1254,open-music-theory:DOMINANT_FUNCTION:1090,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"dominant lock Extensive prolongation of the V c hord. Al so kn own as ""s tanding on the dominant."" Of ten involves a pedal point on sol (5̂). dominant seventh chord A seventh chord in which the triad quality is major and the seventh quality is minor."
1255,open-music-theory:DOMINANT_FUNCTION:1091,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Al so kn own as ""s tanding on the dominant."" Of ten involves a pedal point on sol (5̂). dominant seventh chord A seventh chord in which the triad quality is major and the seventh quality is minor. For example: C–E–G–B♭ doo-wop schema 𝄆I – VI – IV – V 𝄇, or C – Am – F – G in C m ajor."
1256,open-music-theory:DOMINANT_FUNCTION:1092,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Common alterations: substituting ii for IV; r otation. dorian A diatonic mode that follows the pattern WHWWWHW. Thi s is like the natural minor scale, but wi th a raised sc ale-degree 6."
1257,open-music-theory:DOMINANT_FUNCTION:1093,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Type s of embellishing to nes include: pass ing to nes, neighbor tones, appoggiaturas, e scape to nes, peda l tones, suspensions, and anticipations. emergent tonics ""The tonic chord is initially absent yet deliberately saved for a tri umphant arri val later in the song, 1011 | GLOSSARY --- Page 1045 --- usually at the onset of the chorus."" (Mar k Spicer, ""Fra gile, Absent, and Em ergent Tonics in Pop and Rock Songs,"" 2017). energy gain A quality in a passa ge of music that heightens the ""energy"" o f the passa ge."
1258,open-music-theory:CADENCE_GRAVITY:1094,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"energy gain A quality in a passa ge of music that heightens the ""energy"" o f the passa ge. Thi s can be thr ough more active rhythmi c activity, faster harmony changes, thi cker texture, expanded rang e, crescendo, or drive toward a cadence or goal. enharmonic Having a di fferent letter name but sounding th e sam e (e.g."
1259,open-music-theory:CADENCE_GRAVITY:1095,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Ep isodes provide contrast with the main theme through changes in multiple domains, primarily key and melodic/rhythmi c/harmonic material. escape tone An e mbellishing to ne that is approached by step and left by leap in the opposite direction essential expositional cadence (EEC) The goal of the S ar ea. Th e EEC i s the first satisfactory PAC th at is followed by new material (not based o n S)."
1260,open-music-theory:CADENCE_GRAVITY:1096,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Th e EEC i s the first satisfactory PAC th at is followed by new material (not based o n S). Evaded cadence Refers to an y situation where a compose r sets up the expectation for a cadence, then avoids cadencing. Deceptive motion, for instance, is a ki nd of evaded cadence."
1261,open-music-theory:CADENCE_GRAVITY:1097,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Evaded cadence Refers to an y situation where a compose r sets up the expectation for a cadence, then avoids cadencing. Deceptive motion, for instance, is a ki nd of evaded cadence. Other ways to e vade a cadence can include: inverting th e dominant or tonic (e.g."
1262,open-music-theory:CADENCE_GRAVITY:1098,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Deceptive motion, for instance, is a ki nd of evaded cadence. Other ways to e vade a cadence can include: inverting th e dominant or tonic (e.g. V6/4-V4/2-I6) an d omitting an e ssential voice such as th e bass n ote o f the tonic chord or the soprano note o f the tonic chord."
1263,open-music-theory:CADENCE_GRAVITY:1099,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,Other ways to e vade a cadence can include: inverting th e dominant or tonic (e.g. V6/4-V4/2-I6) an d omitting an e ssential voice such as th e bass n ote o f the tonic chord or the soprano note o f the tonic chord. GLOSSARY | 1012 --- Page 1046 --- expansion Expansion refers to th e process of making a p hrase l onger than we expect.
1264,open-music-theory:DOMINANT_FUNCTION:1100,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"It us ually establishes the main themes of a w ork and sets up a conflict that is later resolved in the work. Thi s conflict often takes the form of differing key centers (such as w hen the primary th eme of a so nata is in tonic and the sec ondary th eme is in the dominant) Exposition (fugue) The first part o f a fugue, d uring w hich each of the voices enter with the subject or answer. extended cadential ending An e xtended cadential ending is like a continuation , but it always harmonizes the core bass pa ttern M-F-S-D."
1265,open-music-theory:CADENCE_GRAVITY:1101,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"external auxiliary section A category of auxiliary sec tions including prefixes (which introduce a piece/sec tion) an d suffixes (which follow the generic conclusion of a piece/sec tion). external expansion Lengthening a p hrase b y adding extra m aterial to it either before it's be gun (""p refix"") o r after it's cadenced (""s uffix"") Feathered beaming A gra dual change in the speed o f notes within a single beam fermata A half-circle surrounding a d ot that indicates one should hold a n ote 1013 | GLOSSARY --- Page 1047 --- ficta Musica ficta are edi torial accidentals added to Re naissance music. In thi s era, compose rs did not necessarily notate accidentals, yet competent performers would know to a dd them in appropriate places."
1266,open-music-theory:DOMINANT_FUNCTION:1102,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"figured bass Arabic numerals and symbols that indicate intervals above a bass n ote. Th ese are realized i nto chords and non-chord tones by musicians final In church modes, the final loosely corresponds to th e modern notion of ""tonic,"" in that it is a m elodic goal. Ho wever, the final may not always be e mphasized i n the way a to nic is."
1267,open-music-theory:DOMINANT_FUNCTION:1103,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Th e first number refers to th e cardinality of the set, and the sec ond number is semi-ar bitrary, b ut generally proceeds from the most compact to th e most expanded se t. fragile tonic The tonic chord is present, but weakened. Us ually, the weakening comes from using th e tonic chord in inversion, or otherwise from placing th e tonic chord in a m etrically unstable mid-phrase pos ition (versus a m ore typ ical usage where the tonic is a stable point of arri val or departur e)."
1268,open-music-theory:DOMINANT_FUNCTION:1104,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"fragile tonic The tonic chord is present, but weakened. Us ually, the weakening comes from using th e tonic chord in inversion, or otherwise from placing th e tonic chord in a m etrically unstable mid-phrase pos ition (versus a m ore typ ical usage where the tonic is a stable point of arri val or departur e). Thi s term comes from Mar k Spicer, ""Fra gile, Absent, and Em ergent Tonics in Pop and Roc k Songs"" (2017)."
1269,open-music-theory:DOMINANT_FUNCTION:1105,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Us ually, the weakening comes from using th e tonic chord in inversion, or otherwise from placing th e tonic chord in a m etrically unstable mid-phrase pos ition (versus a m ore typ ical usage where the tonic is a stable point of arri val or departur e). Thi s term comes from Mar k Spicer, ""Fra gile, Absent, and Em ergent Tonics in Pop and Roc k Songs"" (2017). Fragmentation Making uni t sizes smaller than th e previously established size."
1270,open-music-theory:CADENCE_GRAVITY:1106,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"graphic notation A notational technique where pitch and durations are specified by nonstandard symbols ground bass A repeated bass pa ttern that formed be f oundation for a se t of variations, not unli ke the cyclical progressions of pop/rock songs. hairpins Slang f or a crescendo or decrescendo symbol half cadence (HC) A kind of inconclusive cadence that occurs w hen a p hrase e nds on V. Occasionally, parti cularly in Ro mantic music, the final chord of a half cadence will be V7."
1271,open-music-theory:CADENCE_GRAVITY:1107,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"hairpins Slang f or a crescendo or decrescendo symbol half cadence (HC) A kind of inconclusive cadence that occurs w hen a p hrase e nds on V. Occasionally, parti cularly in Ro mantic music, the final chord of a half cadence will be V7. half note Divides into tw o quarte r notes GLOSSARY | 1016 --- Page 1050 --- half rest Divides into tw o quarte r rests half-diminished seventh chord A seventh chord in which the triad quality is diminished an d the seventh quality is minor."
1272,open-music-theory:DOMINANT_FUNCTION:1108,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"half-step Generally considered to be s mallest interval in Western musical notation harmonic elision The suppression of an e xpected c hord. Tw o kinds of elision are a leading-to ne elision, in which the expected tri ad is replaced by the dominant seventh chord with the sam e root o r by a functionally equivalent diminished se venth chord, an d raised-r oot e lision, kin which root o f the expected c hord is raised to bec ome a leading to ne (or applied leading to ne). Harmonic function Refers to thr ee cateogories of chords: tonic, predominant, and dominant."
1273,open-music-theory:DOMINANT_FUNCTION:1109,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Tw o kinds of elision are a leading-to ne elision, in which the expected tri ad is replaced by the dominant seventh chord with the sam e root o r by a functionally equivalent diminished se venth chord, an d raised-r oot e lision, kin which root o f the expected c hord is raised to bec ome a leading to ne (or applied leading to ne). Harmonic function Refers to thr ee cateogories of chords: tonic, predominant, and dominant. A c hord's m embership within a category indicates something about how that chord typ ically behaves in tonal harmonic progressions in Western classical music."
1274,open-music-theory:DOMINANT_FUNCTION:1110,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"A c hord's m embership within a category indicates something about how that chord typ ically behaves in tonal harmonic progressions in Western classical music. For example, tonic function chords are stable and tend to r epresent points of resolution or repose. harmonic intervals The interval is played or sung to gether (both n otes at the sam e time) harmonic major A major scale with le (↓6̂) i nstead of la (6̂): do–re–mi–f a–sol–le–ti–do (1̂–2̂–3̂–4̂–5̂–↓6̂–7̂–1̂)."
1275,open-music-theory:DOMINANT_FUNCTION:1111,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Starting wi th the pitch C2, thi s would result in the series of pitches C2, C3, G3, C4, E4, G4, B♭4, C5, e tc. harmonically Note s played or sung a ll together at the sam e time harmonically closed A phrase o r module is harmonically closed w hen it ends with tonic harmony (I i n root pos ition). harmonically open A phrase o r module is harmonically open when it ends on a h armony oth er than to nic."
1276,open-music-theory:DOMINANT_FUNCTION:1112,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Hexachordal combinatoriality A property of a row in which combining one hexachord from a v ersion of a row with a h exachord from another version of a row creates the chromatic collection. hexatonic scale A six-note c ollection that alternates between half steps an d minor thirds, such as C–C♯–E–F–G♯–A. Hexpole (H) transformation A Neo-Ri emannian tran sformation that connects a tri ad to i ts modal opposite a thi rd away by moving each voice by a single semitone (e.g., c onnecting C m ajor and A♭ mi nor)."
1277,open-music-theory:DOMINANT_FUNCTION:1113,tutor,knowledge_base/MusicTheory/open-music-theory.txt,DOMINANT_FUNCTION,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"Hexpole (H) transformation A Neo-Ri emannian tran sformation that connects a tri ad to i ts modal opposite a thi rd away by moving each voice by a single semitone (e.g., c onnecting C m ajor and A♭ mi nor). hierarchical Arrang ed according to rank Home Key A term used to d escribe a p iece's overall tonic. If a m ovement is in the key of A m ajor, then the home key is A m ajor."
1278,open-music-theory:CADENCE_GRAVITY:1114,tutor,knowledge_base/MusicTheory/open-music-theory.txt,CADENCE_GRAVITY,Pedagogical survey of Common Practice and broader tonal repertoire,Stylistic,beginner,"idea The smallest unit of music identified by a se gmentation analysis. Ideas need n ot end with cadences, and they may combine to f orm subphrase s or phrase s. Ex amples include: bas ic idea, contrasting idea, uni t, cadential idea, and fragments."
